Name,Address,Province,City,Postal Code,Telephone,Email,Find or become a mentor to a newcomer,Francophone service provider,Help finding a job,Help preparing for the citizenship test,Help with daily life,Job-specific language training,Language assessment,Language training (general),Other Services,Services for LGBTQ2,Services for refugees,Services for seniors,Services for women,Services for youth
North York Community House - Downsview Secondary School ,7 Hawksdale Rd,Ontario,Toronto,M3K 1W3,416-395-3200, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Driftwood Public School ,265 Driftwood Ave,Ontario,Toronto,M3N 2N6,416-395-2350, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Dublin Heights Elementary and Middle School,100 Bainbridge Ave,Ontario,Toronto,M3H 2K2,416-395-2360, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Elia Middle School  ,215 Sentinel Rd,Ontario,Toronto,M3J 1T7,416-395-3020, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Elmbank Junior Middle Academy ,10 Pittsboro Dr,Ontario,Toronto,M9V 3R4,416-394-7560, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Emery Collegiate Institute/ Emery Adult Learning Centre ,3395 Weston Rd,Ontario,Toronto,M9M2V9,416-395-3220, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Etobicoke Collegiate Institute ,86 Montgomery Rd,Ontario,Toronto,M9A 3N5,416-394-7840, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Father Henry Carr Catholic Secondary School ,1760 Martin Grove,Ontario,Toronto,M9V 3S4,416-393-5521, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Firgrove Public School,270 Firgrove Cres,Ontario,Toronto,M3N 1K8,416-395-2420, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Fisherville Senior Public Schoo,425 Patricia Ave,Ontario,Toronto,M2R 2N1,416-395-3030, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Flemington Public School ,10 Flemington Rd,Ontario,Toronto,M6A 2N4,416-395-2430, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Forest Hill Collegiate Institute,730 Eglinton Ave W,Ontario,Toronto,M5N 1B9,416-393-1860, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Forest Hill Junior and Senior Public School,78 Dunloe Rd,Ontario,Toronto,M5P 2T6,416-393-9335, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - George Anderson Public School,30 Geo. Anderson Dr,Ontario,Toronto,M6M 2Y8,416-395-5000, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - George Harvey Collegiate Institute,1700 Keele St,Ontario,Toronto,M6M 3W5,416-394-3180, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - George Syme Community School,69 Pritchard Ave,Ontario,Toronto,M6N 1T6,416-394-2340, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Gracedale Public School  ,186 Gracedale Blvd,Ontario,Toronto,M9L 2C1,416-395-2480, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Gracefield Public School ,177 Gracefield Ave,Ontario,Toronto,M6L 1L7,416-395-2490, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - H J Alexander Community School,30 King St,Ontario,Toronto,M9N 1K9,416-394-2359, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Highfield Junior School ,85 Mount Olive Dr,Ontario,Toronto,M9V 2C9,416-394-7510, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Humber Summit Middle School  ,60 Pearldale Ave,Ontario,Toronto,M9L 2G9,416-395-2570, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - James Cardinal McGuigan Catholic High School,1440 Finch Avenue West ,Ontario,Toronto,M3J 3G3,416-393-5527, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - John D Parker Junior School ,202 Mount Olive Dr,Ontario,Toronto,M9V 3Z5,416-394-7530, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - John Polanyi Collegiate Institute,640 Lawrence Ave W,Ontario,Toronto,M6A 1B1,416-395-3303, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Joyce Public School,26 Joyce Pky,Ontario,Toronto,M6B 2S9,416-395-2600, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Kingsview Village Junior School  ,1 York Rd,Ontario,Toronto,M9R 3C8,416-394-7950, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Kipling Collegiate Institute ,380 The Westway,Ontario,Toronto,M9R 1H4,416-394-7930, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Lamberton Public School,33 Lamberton Blvd,Ontario,Toronto,M3J 1G6,416-395-9570, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Lawrence Allen Centre,700 Lawrence Avenue West Suite 350,Ontario,Toronto,M6A 3B4,416-784-0920, ,True,False,True,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Loretto College School,151 Rosemount Avenue ,Ontario,Toronto,M6H 2N1,416-393-5511, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Madonna Catholic Secondary School,20 Dubray Avenue ,Ontario,Toronto,M3K 1V5,416-393-5506, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Marshal McLuhan Catholic Secondary ,1107 Avenue Road,Ontario,Toronto,M5N 3B1,416-393-5561, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Martingrove Collegiate Institute ,50 Winterton Dr,Ontario,Toronto,M9B 3G7,416-394-7110, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Monsignor Fraser College,45 Norfinch Ave,Ontario,Toronto,M9L 2J7,416-393-5558, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Monsignor Percy Johnson Catholic High School,2170 Kipling Avenue ,Ontario,Toronto,M9W 4K9,416-393-5535, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - North Albion Collegiate Institute ,2580 Kipling Ave,Ontario,Toronto,M9V 3B2,416-394-7550, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - North Kipling Junior Middle School  ,2 Rowntree Rd,Ontario,Toronto,M9V 5C7,416-394-6340, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Northview Heights Secondary School ,550 Finch Ave W,Ontario,Toronto,M2R 1N6,416-395-3290, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Oakdale Park Middle School,315 Grandravine Dr,Ontario,Toronto,M3N 1J5,416-395-3060, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Our Lady of the Assumption Catholic School,125 Glenmount Avenue ,Ontario,Toronto,M6B 3C2,416-393-5265, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Parkfield Junior School,31 Redgrave Dr,Ontario,Toronto,M9R 3T9,416-394-7960, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Rockcliffe Middle School,400 Rockcliffe Blvd,Ontario,Toronto,M6N 4R8,416-394-3100, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Rockford Public School,60 Rockford Rd,Ontario,Toronto,M2R 3A7,416-395-2820, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Scarlett Heights Entrepreneurial Academy  ,15 Trehorne Dr,Ontario,Toronto,M9P 1N8,416-394-7750, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Smithfield Middle School ,175 Mount Olive Dr,Ontario,Toronto,M9V 2E3,416-394-7540, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Andrew Catholic School,2533 Kipling Avenue ,Ontario,Toronto,M9V 3A8,416-393-5295, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Augustine Catholic School ,98 Shoreham Drive ,Ontario,Toronto,M3N 1S9,416-393-5328, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Bernard Catholic School ,12 Duckworth St,Ontario,Toronto,M6M 4W3,416-393-5261, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Charles Garnier Catholic School,20 Stong Court ,Ontario,Toronto,M3N 2X9,416-393-5363, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Francis de Sales Catholic School,333 Firgrove Crescent ,Ontario,Toronto,M3N 1K9,416-393-5366, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Francis Xavier Catholic School,53 Gracefield Avenue ,Ontario,Toronto,M6L 1L3,416-393-5271, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Jane Frances Catholic School,2745 Jane Street ,Ontario,Toronto,M3L 2E8,416-393-5296, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Jude Catholic School,3251 Weston Road ,Ontario,Toronto,M9M 2T9,416-393-5279, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Margaret Catholic School ,85 Carmichael Ave ,Ontario,Toronto,M5M 2X1,416-393-5249, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Robert Catholic School,70 Bainbridge Avenue ,Ontario,Toronto,M3H 2K2,416-393-5297, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Thomas Aquinas Catholic School  ,636 Glenholme Ave,Ontario,Toronto,M6E 3G9,416-393-5236, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - St. Wilfred Catholic School ,1685 Finch Ave W,Ontario,Toronto,M3J 2G8,416-939-5313, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Thistletown Collegiate Institute ,20 Fordwich Cres,Ontario,Toronto,M9W 2T4,416-394-7710, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Topcliff Public School ,65 Topcliff Ave,Ontario,Toronto,M3N 1L6,416-395-2940, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Tumpane Public School ,48 Tumpane St,Ontario,Toronto,M3M 1L8,416-395-2950, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - West Humber Collegiate Institute ,1675 Martin Grove Rd,Ontario,Toronto,M9V 3S3,416-394-7570, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - West Humber Junior Middle School ,15 Delsing Dr,Ontario,Toronto,M9W 4S7,416-394-7760, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - West Preparatory Junior Public School,70 Ridge Hill Dr,Ontario,Toronto,M6C 2J6,416-393-1633, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Weston Collegiate Institute,100 Pine St,Ontario,Toronto,M9N 2Y9,416-394-3250, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Westview Centennial Secondary School,755 Oakdale Rd,Ontario,Toronto,M3N 1W7,416-395-3320, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - William Lyon Mackenzie Collegiate Institute,20 Tillplain Rd,Ontario,Toronto,M3H 5R2,416-395-3330, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Wilmington Elementary School,330 Wilmington Ave,Ontario,Toronto,M3H 5L1,416-395-2180, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Yorkdale Adult Learning Centre/ Yorkdale Secondary School,38 Orfus Rd,Ontario,Toronto,M6A 1L6,416-395-3350, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Yorkwoods Public Library,1785 Finch Avenue West,Ontario,Toronto,M3N 1M6,416-395-5980, ,True,False,True,False,True,False,False,False,False,False,True,True,True,False
North York Community House - Yorkwoods Public School ,25 Yorkwoods Gate,Ontario,Toronto,M3N 1K1,416-395-2990, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House (Bathurst Finch HUB),540 Finch Avenue West Suite 138,Ontario,Toronto,M2R 1N7,416-636-2600, ,True,False,True,False,True,False,False,False,True,True,True,True,True,True
Northumberland County,555 Courthouse Road  ,Ontario,Cobourg,K9A5J6,905-375-7047,ojedae@northumberlandcounty.ca,True,False,True,False,True,False,False,False,True,False,False,False,False,True
Northwest London Resource Centre ,27A-1225 Wonderland Road North,Ontario,London,N6G 2V9,519-471-8444,info@nwlrc.ca,True,False,True,False,True,False,False,False,True,False,True,False,False,False
Northwest Resource Centre for Newcomers Inc.,59 Queen Street,New Brunswick,Edmundston,E3V 1A4,506-735-0604,info@crna.ca,True,True,True,True,True,False,False,False,False,False,False,True,True,True
NWT Literacy Council,5122 48th Street P.O. Box 761,Northwest Territories,Yellowknife,X1A 2N6,867-873-9262,nwtliteracy@nwtliteracy.ca,False,False,False,False,False,False,False,False,True,False,False,False,True,True
Oakville Public Library Board,120 Navy Street  ,Ontario,Oakville,L6J 2Z4,905-815-2042,oplreference@oakville.ca,False,False,False,False,True,False,False,False,True,False,False,False,False,False
OCASI - Ontario Council of Agencies Serving Immigrants,110 Eglinton Ave W Suite 200  ,Ontario,Toronto,M4R 1A3,416-322-4950,ddouglas@ocasi.org,False,False,False,False,False,False,False,False,False,False,False,False,False,False
